product,average_quantity_sold,total_quantity_sold,total_revenue,estimated_price_per_unit,projected_60_day_quantity,projected_60_day_revenue,recommended_inventory_order,reason
Telugu Rice Rava 2Lb,19.0,19.0,75.81,3.99,1140.0,4548.6,1254.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Rice Rava 4 Lb,14.0,14.0,83.86,5.99,840.0,5031.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Roasted Dalia Splits,16.0,16.0,47.84,2.99,960.0,2870.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Roasted Rava 2Lb,12.0,12.0,47.88,3.99,720.0,2872.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Roasted Rava 4Lb,8.0,8.0,55.92,6.99,480.0,3355.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Roasted Wheat Rava Fine 2LB,6.0,6.0,17.94,2.99,360.0,1076.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Sabudana 4Lb,11.0,11.0,65.89,5.99,660.0,3953.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Sakinalu 6Oz,18.0,18.0,44.82,2.49,1080.0,2689.2000000000003,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Sambar Powder 100g,10.0,10.0,19.9,1.9899999999999998,600.0,1193.9999999999998,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Sea Salt 2lb,75.0,75.0,193.25,2.5766666666666667,4500.0,11595.0,4950.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Sea Salt 4Lb,24.0,24.0,95.76,3.99,1440.0,5745.6,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Seeraga Sambarice 20Lb,13.0,13.0,376.87,28.990000000000002,780.0,22612.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Smbar Chilli,9.0,9.0,26.91,2.99,540.0,1614.6000000000001,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Sona Masoori 20Lb,8.0,8.0,163.92,20.49,480.0,9835.199999999999,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Sugar 4Lb,43.0,43.0,300.57,6.99,2580.0,18034.2,2838.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Swetha Bajara Millet,10.0,10.0,49.9,4.99,600.0,2994.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Swetha Barnyard Millet,11.0,11.0,54.89,4.99,660.0,3293.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Swetha Jowar Millet,24.0,24.0,119.76,4.99,1440.0,7185.6,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Swetha Kodo Millet,10.0,10.0,49.9,4.99,600.0,2994.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Swetha Little Millet,12.0,12.0,59.88,4.99,720.0,3592.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Swetha Peanut Balls,39.0,39.0,97.11,2.4899999999999998,2340.0,5826.599999999999,2574.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Swetha Peanut Oil 1 Lit,1.0,1.0,9.99,9.99,60.0,599.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Tomato 300G,7.0,7.0,17.43,2.4899999999999998,420.0,1045.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Ullavacharu,2.0,2.0,9.98,4.99,120.0,598.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Upma Rava/Bombai 4Lb,46.0,46.0,275.54,5.99,2760.0,16532.4,3036.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Upma/Bombai Rava 2LB,91.0,91.0,272.09,2.9899999999999998,5460.0,16325.4,6006.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Wheat Rava(2Lb),18.0,18.0,53.82,2.99,1080.0,3229.2000000000003,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu Whole Red Chillies,7.0,7.0,27.93,3.9899999999999998,420.0,1675.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu copra whole 1pc,43.0,43.0,107.07,2.4899999999999998,2580.0,6424.2,2838.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu gongura 300g,5.0,5.0,12.45,2.4899999999999998,300.0,746.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Telugu ragi idli rava 2lb,16.0,16.0,63.84,3.99,960.0,3830.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tetley Black Tea 900G,2.0,2.0,21.98,10.99,120.0,1318.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tetley Elaichi Tea Bags (72)Ct,7.0,7.0,41.93,5.99,420.0,2515.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tetley Ginger Teas Bags (72),5.0,5.0,29.95,5.99,300.0,1797.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tetley Masala Tea Bags (72),4.0,4.0,23.96,5.99,240.0,1437.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tetley Premium Black Tea 80ct,2.0,2.0,15.98,7.99,120.0,958.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tetley Tea Bags 80-100 Bags,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Thai Chilli - Lb,1643.02,1643.02,3336.24,2.0305534929580893,98581.2,200174.4,108439.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Thai Eggplant / Lb,208.88,208.88,477.95,2.288155878973573,12532.8,28676.999999999996,13786.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Thali Plates 5 square,4.0,4.0,43.96,10.99,240.0,2637.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Thandai Kulfi 80Ml,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Thirumala Dahi Yogurt 2Lb,76.0,76.0,379.24,4.99,4560.0,22754.4,5016.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Thumbsup,73.0,73.0,364.27,4.989999999999999,4380.0,21856.199999999997,4818.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Thums Up Can 300Ml,26.0,26.0,51.74,1.99,1560.0,3104.4,1716.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tide Ultra OXI Boost 887ml,5.0,5.0,34.95,6.99,300.0,2097.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tiger Kreemz Choco,24.0,24.0,23.76,0.9900000000000001,1440.0,1425.6000000000001,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tiger Kreemz Strawberry,19.0,19.0,18.81,0.9899999999999999,1140.0,1128.6,1254.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tiger Vanilla 75G,18.0,18.0,17.82,0.99,1080.0,1069.2,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tilak,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Till Laddu,57.0,57.0,141.43,2.4812280701754386,3420.0,8485.8,3762.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tindora / Lb,1419.01,1419.01,3315.78,2.336685435620609,85140.6,198946.80000000005,93655.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tirumala W Milk Yogurt,55.0,55.0,494.45,8.99,3300.0,29667.0,3630.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tomalu 18 Inch,1.0,1.0,25.99,25.99,60.0,1559.3999999999999,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tomato Reg /Lb,4699.74,4699.74,5647.24,1.201606897402835,281984.39999999997,338834.39999999997,310183.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tomatosauce(8 Oz),11.0,11.0,10.89,0.9900000000000001,660.0,653.4000000000001,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Top Ramen Atta Noodles,19.0,19.0,56.41,2.9689473684210523,1140.0,3384.5999999999995,1254.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Top Ramen Curry280G,35.0,35.0,104.65,2.99,2100.0,6279.0,2310.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Top Ramen Fiery Chilli 280Gm,16.0,16.0,41.44,2.59,960.0,2486.3999999999996,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Top Ramen Masala 240G,13.0,13.0,38.87,2.9899999999999998,780.0,2332.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Top Ramen Masala 480 Gms,15.0,15.0,74.85,4.989999999999999,900.0,4490.999999999999,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Top Ramen Masala Noodles,15.0,15.0,59.85,3.99,900.0,3591.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Bombay Mixture340g,41.0,41.0,202.59,4.941219512195122,2460.0,12155.4,2706.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Butter Muruku 340gm,74.0,74.0,355.28,4.8010810810810804,4440.0,21316.799999999996,4884.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Chakli 340gm,90.0,90.0,449.57,4.995222222222222,5400.0,26974.199999999997,5940.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Garlic Mixture 340g,31.0,31.0,152.19,4.909354838709677,1860.0,9131.4,2046.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Kai Murukku 340G,74.0,74.0,371.26,5.0170270270270265,4440.0,22275.6,4884.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Kerala Mixture 340g,26.0,26.0,125.74,4.836153846153846,1560.0,7544.4,1716.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Khara Boondi 340g,40.0,40.0,201.6,5.04,2400.0,12096.0,2640.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Madras Mixture,7.0,7.0,41.93,5.99,420.0,2515.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Masala Peanuts 340g,109.0,109.0,540.38,4.957614678899082,6540.0,32422.8,7194.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Rice Kodubale 340g,104.0,104.0,519.94,4.999423076923078,6240.0,31196.400000000005,6864.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town Bus Thattai 340g,47.0,47.0,240.03,5.107021276595745,2820.0,14401.800000000001,3102.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town bus RibbonMurukku 340g,70.0,70.0,341.31,4.875857142857143,4200.0,20478.6,4620.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Town bus Thenkulal Muruku 340g,102.0,102.0,519.48,5.092941176470588,6120.0,31168.8,6732.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Townbus Banana Chips 340g,81.0,81.0,401.19,4.952962962962963,4860.0,24071.4,5346.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Treat C Choco Wafers,25.0,25.0,49.75,1.99,1500.0,2985.0,1650.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Treat Cozy Cardamom100g,29.0,29.0,28.71,0.99,1740.0,1722.6,1914.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tulsi Kyara - Xb,3.0,3.0,107.97,35.99,180.0,6478.200000000001,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tumbler Plastic,8.0,8.0,15.92,1.99,480.0,955.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Tuong Chili Garlic Sauce 8Oz,2.0,2.0,6.98,3.49,120.0,418.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Turm Ginger Coffee,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Turmeric Pouch,9.0,9.0,8.91,0.99,540.0,534.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Twi Tea Rusk Chai Time(200G),41.0,41.0,102.09,2.49,2460.0,6125.400000000001,2706.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Twi Tea Rusk Round (200G),1.0,1.0,2.49,2.49,60.0,149.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
UDHAIYAM GRAM DAL 2LB,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
UDHAYAM MOONG DAL 2LB,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
UDHAYAM TOOR DAL 1 KG,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
UDHAYAM URAD DAL 1KG,8.0,8.0,31.92,3.99,480.0,1915.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
ULAVACHARU,28.0,28.0,167.72,5.99,1680.0,10063.2,1848.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
ULVACHARU,14.0,14.0,83.86,5.99,840.0,5031.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Idli Rava 2Lb,34.0,34.0,101.66,2.9899999999999998,2040.0,6099.599999999999,2244.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Idli Rava 4Lb,10.0,10.0,59.9,5.99,600.0,3594.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Jaggery Powder 1Lb,39.0,39.0,116.61,2.9899999999999998,2340.0,6996.599999999999,2574.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Kara Boondi 340 Gm,10.0,10.0,34.9,3.4899999999999998,600.0,2094.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Mini Murukku 200Gm,6.0,6.0,14.94,2.4899999999999998,360.0,896.3999999999999,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Mysore Murmura 300Gm,44.0,44.0,153.06,3.4786363636363635,2640.0,9183.6,2904.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Red Poha 400 Gm,18.0,18.0,35.82,1.99,1080.0,2149.2,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Rice Flour 4Lb,10.0,10.0,49.9,4.99,600.0,2994.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Udupi Roasted Upma Rava 4Lb,8.0,8.0,47.92,5.99,480.0,2875.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Umberlla Big,17.0,17.0,84.83,4.99,1020.0,5089.8,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Uncooked Chapati,81.0,81.0,647.19,7.990000000000001,4860.0,38831.40000000001,5346.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Uncooked Phulka Roti,404.0,404.0,2823.96,6.99,24240.0,169437.6,26664.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Urad Dal Split 4Lb,9.0,9.0,62.91,6.989999999999999,540.0,3774.5999999999995,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Urad Split White 2Lb 24M,3.0,3.0,26.97,8.99,180.0,1618.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Uttapam 30 Oz,3.0,3.0,16.47,5.489999999999999,180.0,988.1999999999999,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
V Bhindi Whole Baby Okra 908G,2.0,2.0,9.98,4.99,120.0,598.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
V Mango Cut,16.0,16.0,55.84,3.49,960.0,3350.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
V TUTI FRUTI BURFEE,6.0,6.0,53.94,8.99,360.0,3236.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VADILAL MIX VEG KULCHA 100GM,2.0,2.0,6.98,3.49,120.0,418.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEDIKA RICE,1.0,1.0,22.99,22.99,60.0,1379.3999999999999,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA CHEESY PASTA SAUCE,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA GARLIC CHILLI CHATUNEY,4.0,4.0,11.96,2.99,240.0,717.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA GREEN CHILLI SAUCE 200g,8.0,8.0,23.92,2.99,480.0,1435.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA MASALA TOMATO SAUCE 475g,8.0,8.0,31.92,3.99,480.0,1915.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA P &P SAUCE NONG,4.0,4.0,15.96,3.99,240.0,957.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA P&P SAUCE TANDOORI,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA RED CHILLI SAUCE 200g,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA SS CHIPOTLE SOUTHWEST,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA SS SPICY THOUSAND ISLAND,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VEEBA TAMARIND CHUTNEY,5.0,5.0,24.95,4.99,300.0,1497.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VICCO TURMERIC FACE WASH 150G,8.0,8.0,38.92,4.865,480.0,2335.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VICCO TURMERIC LOTION 200ML,5.0,5.0,19.95,3.9899999999999998,300.0,1197.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VISWAS CUT MANGO 400G,21.0,21.0,83.79,3.99,1260.0,5027.400000000001,1386.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VISWAS DRUMSTICK 400G,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VITAL JASMINE,4.0,4.0,11.96,2.99,240.0,717.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VITAL LEMON GRASS TEA,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VL CLASSIC MASKA BUN 100G,7.0,7.0,12.53,1.7899999999999998,420.0,751.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
VL SABUDANA KHICHIDI 284G,3.0,3.0,11.97,3.99,180.0,718.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Aloo Paratha (4pcs),5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Aloo tikki kathi roll 200g,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Alphonsa Mango,2.0,2.0,15.98,7.99,120.0,958.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Alphonso Mango 1 lit,5.0,5.0,54.95,10.99,300.0,3297.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Alphonso Mango 100ml,4.0,4.0,7.96,1.99,240.0,477.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Alphonso Mango Ras 1 Kg,4.0,4.0,51.96,12.99,240.0,3117.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Alphonso No Sugar 1 lit,2.0,2.0,27.98,13.99,120.0,1678.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Amla 312g,22.0,22.0,65.78,2.99,1320.0,3946.8,1452.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Amla Slices 312g,23.0,23.0,68.77,2.9899999999999998,1380.0,4126.2,1518.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Anjeer Sugar Free Ice 1 lit,2.0,2.0,28.98,14.49,120.0,1738.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Arwi 312 Gm,6.0,6.0,14.94,2.4899999999999998,360.0,896.3999999999999,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Badam Kulfi 80ml,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Bajri Rotla 325g,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Beer Fruit 312G,6.0,6.0,35.94,5.989999999999999,360.0,2156.3999999999996,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Bhindi Cut,3.0,3.0,17.97,5.989999999999999,180.0,1078.1999999999998,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Bullet Naan 320g,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal But.Sco Icecream 1L,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Butter Scotch Burfee 340g,3.0,3.0,26.97,8.99,180.0,1618.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Butterscotch 100ml,12.0,12.0,35.88,2.99,720.0,2152.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Butterscotch 1lit,7.0,7.0,76.93,10.99,420.0,4615.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Butterscotch No Addsugar 1 lit,1.0,1.0,13.99,13.99,60.0,839.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Butterscotch Sanbwich 300ml,5.0,5.0,17.45,3.4899999999999998,300.0,1047.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Butterstoch Srikhand 454g,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Cassatta Chocolate 150,3.0,3.0,11.97,3.99,180.0,718.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Cassatta Ice Cream 150 ml,3.0,3.0,11.97,3.99,180.0,718.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Chauli 11Oz,5.0,5.0,12.45,2.4899999999999998,300.0,746.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Chikoo Badam 500ml,2.0,2.0,15.98,7.99,120.0,958.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Chikoo Slices 11Oz/312g,10.0,10.0,39.9,3.9899999999999998,600.0,2394.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Chilli Garlic Naan 320g,6.0,6.0,23.94,3.99,360.0,1436.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Choco Bar 60ml,10.0,10.0,24.9,2.4899999999999998,600.0,1493.9999999999998,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Chocolate Cone,13.0,13.0,45.37,3.4899999999999998,780.0,2722.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Chocolate Ice Cream 100ml,3.0,3.0,5.97,1.99,180.0,358.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Chocolate Sandwich 300ml,2.0,2.0,6.98,3.49,120.0,418.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Classic Cassatta 150Ml,7.0,7.0,27.93,3.9899999999999998,420.0,1675.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Classic Rasmalai 1Kg,1.0,1.0,13.99,13.99,60.0,839.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Coconut Burfee,4.0,4.0,33.96,8.49,240.0,2037.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Coconut Slices- 11Oz,23.0,23.0,79.77,3.468260869565217,1380.0,4786.2,1518.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Curry Leaves 100g,6.0,6.0,23.94,3.99,360.0,1436.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Custard Apple 1 Litre,2.0,2.0,25.98,12.99,120.0,1558.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Custard Apple 800G,9.0,9.0,125.91,13.99,540.0,7554.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Danedar Kesar Peda,9.0,9.0,62.91,6.989999999999999,540.0,3774.5999999999995,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Drumsticks- 11Oz/312Gm,24.0,24.0,71.76,2.99,1440.0,4305.6,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Elaichi Shrikhand,1.0,1.0,7.99,7.99,60.0,479.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Falooda Kulfi 100ml,6.0,6.0,11.94,1.99,360.0,716.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal French Beans Fansi312G,2.0,2.0,4.98,2.49,120.0,298.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Fruit Cassatta Ice Cream 150gm,5.0,5.0,19.95,3.9899999999999998,300.0,1197.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Fruits & Nuts 100ml,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Garlic Butter Naan 320,1.0,1.0,3.49,3.49,60.0,209.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Gobi 312G,4.0,4.0,9.96,2.49,240.0,597.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Grated Coconut 312 Gm,19.0,19.0,56.81,2.99,1140.0,3408.6000000000004,1254.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Green Peas 312Gm,34.0,34.0,101.66,2.9899999999999998,2040.0,6099.599999999999,2244.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Gulab Jamun 16Ct,1.0,1.0,11.99,11.99,60.0,719.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kachcha Pakkaaam Dolly,15.0,15.0,37.35,2.49,900.0,2241.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
